c,rho,alpha,Xr,metabolic exponent
0.02,1.99,1,0.11,1
0.02,1.99,2,0.11,1
0.02,1.99,3,0.11,1
0.02,1.99,4,0.11,1
0.02,1.99,5,0.11,1
0.02,1.99,6,0.11,1
0.02,1.99,7,0.11,1
0.02,1.99,8,0.11,1
0.02,1.99,9,0.11,1
0.02,1.99,10,0.11,1
0.02,1.99,11,0.11,1
0.02,1.99,12,0.11,1
0.02,1.99,13,0.11,1
0.02,1.99,14,0.11,1
0.02,1.99,15,0.11,1
0.02,1.99,16,0.11,1
0.02,1.99,17,0.11,1
0.02,1.99,18,0.11,1
0.02,1.99,19,0.11,1
0.02,1.99,20,0.11,1
